,DATE,TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,UNIQUE KEY,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5
7262,2017-10-11 00:00:00,1900-01-01 22:50:00,BROOKLYN,11232.0,40.64861,-73.99951999999999,"(40.64861, -73.99952)",7 AVENUE                        ,39 STREET,,2,0,0,0,0,0,2,0,Alcohol Involvement,Unspecified,,,,3767830,TAXI,SPORT UTILITY / STATION WAGON,,,
7918,2017-10-10 00:00:00,1900-01-01 20:10:00,BROOKLYN,11224.0,40.577133,-74.009514,"(40.577133, -74.009514)",,,4126      MANHATTAN AVENUE              ,0,0,0,0,0,0,0,0,Alcohol Involvement,,,,,3767086,SPORT UTILITY / STATION WAGON,,,,
7989,2017-10-10 00:00:00,1900-01-01 23:02:00,BROOKLYN,11223.0,40.606790000000004,-73.97151,"(40.60679, -73.97151)",QUENTIN ROAD                    ,EAST 2 STREET,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,3767574,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
8533,2017-10-09 00:00:00,1900-01-01 01:30:00,,,40.68316,-73.93809,"(40.68316, -73.93809)",HALSEY STREET                   ,,,1,0,0,0,0,0,1,0,Alcohol Involvement,Unspecified,,,,3766565,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
8595,2017-10-09 00:00:00,1900-01-01 23:01:00,,,40.75455,-73.74316999999999,"(40.75455, -73.74317)",,,,1,0,0,0,0,0,1,0,Alcohol Involvement,,,,,3767013,PASSENGER VEHICLE,,,,
8610,2017-10-09 00:00:00,1900-01-01 02:20:00,STATEN ISLAND,10304.0,40.60895,-74.083664,"(40.60895, -74.083664)",,,388       NECKAR AVENUE                 ,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,Unspecified,,,3766356,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
8616,2017-10-09 00:00:00,1900-01-01 03:50:00,,,40.873375,-73.88709,"(40.873375, -73.88709)",GRAND CONCOURSE                 ,,,0,0,0,0,0,0,0,0,Alcohol Involvement,,,,,3768769,SPORT UTILITY / STATION WAGON,,,,
8620,2017-10-09 00:00:00,1900-01-01 04:22:00,QUEENS,11372.0,40.75373,-73.88505,"(40.75373, -73.88505)",82 STREET                       ,34 AVENUE,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,Unspecified,,,3766670,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
8623,2017-10-09 00:00:00,1900-01-01 05:00:00,BRONX,10469.0,40.877728000000005,-73.85928,"(40.877728, -73.85928)",EAST 213 STREET                 ,BRONXWOOD AVENUE,,1,0,0,0,0,0,1,0,Alcohol Involvement,Unspecified,Unspecified,,,3766669,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
8633,2017-10-09 00:00:00,1900-01-01 06:20:00,MANHATTAN,10019.0,40.763756,-73.98958,"(40.763756, -73.98958)",,,411       WEST 50 STREET                ,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,3766377,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
8693,2017-10-09 00:00:00,1900-01-01 09:20:00,MANHATTAN,10022.0,40.759544,-73.97375,"(40.759544, -73.97375)",,,45        EAST 53 STREET                ,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,3767126,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
8720,2017-10-08 00:00:00,1900-01-01 00:23:00,,,40.626391999999996,-74.15065,"(40.626392, -74.15065)",,,66        WESTBROOK AVENUE              ,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,Unspecified,Unspecified,,3765118,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE,
8721,2017-10-08 00:00:00,1900-01-01 00:25:00,QUEENS,11355.0,40.746517,-73.830864,"(40.746517, -73.830864)",,,134-19    57 ROAD                       ,1,0,0,0,0,0,1,0,Alcohol Involvement,Unspecified,Unspecified,Unspecified,Unspecified,3764796,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE
8728,2017-10-08 00:00:00,1900-01-01 00:45:00,BROOKLYN,11223.0,40.606809999999996,-73.96352399999999,"(40.60681, -73.963524)",,,904       KINGS HIGHWAY                 ,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,3765865,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
8780,2017-10-08 00:00:00,1900-01-01 11:20:00,BROOKLYN,11201.0,40.688915,-73.99501,"(40.688915, -73.99501)",CLINTON STREET                  ,AMITY STREET,,1,0,0,0,0,0,1,0,Alcohol Involvement,Unspecified,,,,3766197,PASSENGER VEHICLE,TAXI,,,
9095,2017-10-08 00:00:00,1900-01-01 21:31:00,,,40.908226,-73.88604000000001,"(40.908226, -73.88604)",,,,0,0,0,0,0,0,0,0,Alcohol Involvement,,,,,3766110,PASSENGER VEHICLE,,,,
9144,2017-10-08 00:00:00,1900-01-01 03:20:00,,,40.867027,-73.917046,"(40.867027, -73.917046)",10 AVENUE                       ,,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,Unspecified,,,3766134,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
9146,2017-10-08 00:00:00,1900-01-01 03:30:00,BROOKLYN,11249.0,40.716609999999996,-73.96568,"(40.71661, -73.96568)",,,237       KENT AVENUE                   ,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,3774215,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
9151,2017-10-08 00:00:00,1900-01-01 03:40:00,BROOKLYN,11203.0,40.649570000000004,-73.93887,"(40.64957, -73.93887)",SNYDER AVENUE                   ,ALBANY AVENUE,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,3765839,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
9161,2017-10-08 00:00:00,1900-01-01 04:30:00,,,40.700245,-73.82982,"(40.700245, -73.82982)",JAMAICA AVENUE                  ,120 STREET,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,3765296,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
9162,2017-10-08 00:00:00,1900-01-01 04:30:00,,,40.861862,-73.91282,"(40.861862, -73.91282)",WEST FORDHAM ROAD               ,,,1,0,0,0,0,0,1,0,Alcohol Involvement,Unspecified,,,,3768825,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
9177,2017-10-08 00:00:00,1900-01-01 05:35:00,BRONX,10458.0,40.865974,-73.89197,"(40.865974, -73.89197)",,,2682      BRIGGS AVENUE                 ,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,3769202,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
9222,2017-10-07 00:00:00,1900-01-01 00:00:00,,,40.838924,-73.86095,"(40.838924, -73.86095)",UNIONPORT ROAD                  ,METROPOLITAN OVAL,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,3768976,PICK-UP TRUCK,PASSENGER VEHICLE,,,
9275,2017-10-07 00:00:00,1900-01-01 11:15:00,,,40.84932,-73.945145,"(40.84932, -73.945145)",,,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unsafe Lane Changing,,,,3766097,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
9353,2017-10-07 00:00:00,1900-01-01 13:25:00,BRONX,10457.0,40.847027000000004,-73.89806999999999,"(40.847027, -73.89807)",WASHINGTON AVENUE               ,EAST TREMONT AVENUE,,1,0,0,0,1,0,0,0,Alcohol Involvement,Unspecified,,,,3765046,BICYCLE,SPORT UTILITY / STATION WAGON,,,
9383,2017-10-07 00:00:00,1900-01-01 14:20:00,BRONX,10472.0,40.826675,-73.88161,"(40.826675, -73.88161)",,,1133      COLGATE AVENUE                ,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,3765857,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
9390,2017-10-07 00:00:00,1900-01-01 14:30:00,BRONX,10472.0,40.825653,-73.881355,"(40.825653, -73.881355)",WATSON AVENUE                   ,COLGATE AVENUE,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,3765858,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
9399,2017-10-07 00:00:00,1900-01-01 14:35:00,BROOKLYN,11230.0,40.624653,-73.96618000000001,"(40.624653, -73.96618)",EAST 10 STREET                  ,AVENUE J,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,3765576,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
9491,2017-10-07 00:00:00,1900-01-01 17:30:00,QUEENS,11373.0,40.74561,-73.887474,"(40.74561, -73.887474)",41 AVENUE                       ,78 STREET,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,3766250,PASSENGER VEHICLE,,,,
9598,2017-10-07 00:00:00,1900-01-01 20:40:00,,,40.806488,-73.91465,"(40.806488, -73.91465)",EAST 139 STREET                 ,,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,3764755,TAXI,PASSENGER VEHICLE,,,
9659,2017-10-07 00:00:00,1900-01-01 23:25:00,,,40.80532,-73.920876,"(40.80532, -73.920876)",,,,1,0,0,0,0,0,1,0,Alcohol Involvement,Following Too Closely,Unspecified,,,3768424,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,
9664,2017-10-07 00:00:00,1900-01-01 23:40:00,,,40.668495,-73.925606,"(40.668495, -73.925606)",BUFFALO AVENUE                  ,,,1,0,0,0,0,0,1,0,Alcohol Involvement,Unspecified,,,,3767742,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
9709,2017-10-07 00:00:00,1900-01-01 05:37:00,MANHATTAN,10009.0,40.724262,-73.973236,"(40.724262, -73.973236)",EAST 10 STREET                  ,FDR DRIVE,,0,0,0,0,0,0,0,0,Alcohol Involvement,,,,,3765626,,,,,
10005,2017-10-06 00:00:00,1900-01-01 15:30:00,,,40.680214,-73.94628,"(40.680214, -73.94628)",FULTON STREET                   ,,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,Unspecified,,,3766587,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10093,2017-10-06 00:00:00,1900-01-01 17:13:00,,,40.882374,-73.88642,"(40.882374, -73.88642)",MOSHOLU PARKWAY                 ,,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,3768787,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
10294,2017-10-06 00:00:00,1900-01-01 05:30:00,BROOKLYN,11221.0,40.6924,-73.92930600000001,"(40.6924, -73.929306)",,,1068      LAFAYETTE AVENUE              ,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,3767408,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
10616,2017-10-05 00:00:00,1900-01-01 15:30:00,BROOKLYN,11203.0,40.65661,-73.93091,"(40.65661, -73.93091)",UTICA AVENUE                    ,CLARKSON AVENUE,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,3765838,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10636,2017-10-05 00:00:00,1900-01-01 15:50:00,BROOKLYN,11207.0,40.67269,-73.89609,"(40.67269, -73.89609)",,,204       PENNSYLVANIA AVENUE           ,1,0,0,0,1,0,0,0,Alcohol Involvement,Unspecified,,,,3764354,BICYCLE,SPORT UTILITY / STATION WAGON,,,
10815,2017-10-05 00:00:00,1900-01-01 20:15:00,QUEENS,11385.0,40.697193,-73.88878000000001,"(40.697193, -73.88878)",,,78-33     65 STREET                     ,1,0,0,0,0,0,1,0,Alcohol Involvement,Unspecified,,,,3764648,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10853,2017-10-05 00:00:00,1900-01-01 22:00:00,BRONX,10468.0,40.862404,-73.89799000000001,"(40.862404, -73.89799)",EAST FORDHAM ROAD               ,CRESTON AVENUE,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,3764306,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10914,2017-10-05 00:00:00,1900-01-01 04:35:00,MANHATTAN,10002.0,40.718792,-73.98902,"(40.718792, -73.98902)",LUDLOW STREET                   ,DELANCEY STREET,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,3764465,PASSENGER VEHICLE,MOTORCYCLE,,,
11336,2017-10-04 00:00:00,1900-01-01 16:00:00,QUEENS,11694.0,40.580124,-73.83946,"(40.580124, -73.83946)",,,233       BEACH 118 STREET              ,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,3763514,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
11426,2017-10-04 00:00:00,1900-01-01 17:43:00,,,40.663959999999996,-73.896736,"(40.66396, -73.896736)",ALABAMA AVENUE                  ,,,0,0,0,0,0,0,0,0,Alcohol Involvement,Traffic Control Disregarded,,,,3763160,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
11565,2017-10-04 00:00:00,1900-01-01 22:50:00,QUEENS,11417.0,40.668877,-73.83903000000001,"(40.668877, -73.83903)",CENTREVILLE AVENUE              ,150 ROAD,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,Unspecified,,,3763956,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE,,
11569,2017-10-04 00:00:00,1900-01-01 23:20:00,QUEENS,11419.0,40.69458,-73.819435,"(40.69458, -73.819435)",95 AVENUE                       ,129 STREET,,1,0,0,0,0,0,1,0,Alcohol Involvement,Unspecified,Unspecified,,,3764213,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,
11583,2017-10-04 00:00:00,1900-01-01 02:30:00,QUEENS,11418.0,40.698085999999996,-73.84342,"(40.698086, -73.84342)",,,85-45     105 STREET                    ,2,0,0,0,0,0,2,0,Alcohol Involvement,Unspecified,Unspecified,,,3764202,PASSENGER VEHICLE,PASSENGER VEHICLE,PICK-UP TRUCK,,
11586,2017-10-04 00:00:00,1900-01-01 02:50:00,,,40.85937,-73.9068,"(40.85937, -73.9068)",WEST 183 STREET                 ,,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,Unspecified,Unspecified,Unspecified,3769206,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON
11592,2017-10-04 00:00:00,1900-01-01 05:00:00,BROOKLYN,11234.0,40.589929999999995,-73.90059000000001,"(40.58993, -73.90059)",,,3159      FLATBUSH AVENUE               ,0,0,0,0,0,0,0,0,Alcohol Involvement,,,,,3763381,PASSENGER VEHICLE,,,,
12245,2017-10-03 00:00:00,1900-01-01 23:22:00,,,40.5955,-73.944824,"(40.5955, -73.944824)",AVENUE W                        ,,,1,0,0,0,0,0,1,0,Alcohol Involvement,Unspecified,,,,3763436,PASSENGER VEHICLE,PICK-UP TRUCK,,,
12428,2017-10-02 00:00:00,1900-01-01 00:00:00,,,40.62965,-73.990555,"(40.62965, -73.990555)",54 STREET                       ,15 AVENUE,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,3762356,PASSENGER VEHICLE,PICK-UP TRUCK,,,
12909,2017-10-02 00:00:00,1900-01-01 01:12:00,BROOKLYN,11236.0,40.635475,-73.89156,"(40.635475, -73.89156)",AVENUE N                        ,ROCKAWAY PARKWAY,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,3762142,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
12945,2017-10-02 00:00:00,1900-01-01 21:25:00,BROOKLYN,11235.0,40.58096,-73.96466,"(40.58096, -73.96466)",NEPTUNE AVENUE                  ,BRIGHTON 4 STREET,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,3762695,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
12956,2017-10-02 00:00:00,1900-01-01 22:00:00,BROOKLYN,11220.0,40.63316,-74.02037,"(40.63316, -74.02037)",,,522       BAY RIDGE AVENUE              ,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,3764870,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
13172,2017-10-01 00:00:00,1900-01-01 00:22:00,,,40.696865,-73.83717,"(40.696865, -73.83717)",111 STREET                      ,,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,3761291,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
13179,2017-10-01 00:00:00,1900-01-01 00:40:00,BRONX,10462.0,40.845473999999996,-73.85876,"(40.845474, -73.85876)",,,1710      BRONXDALE AVENUE              ,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,3760892,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
13204,2017-10-01 00:00:00,1900-01-01 11:00:00,QUEENS,11354.0,40.76565,-73.837425,"(40.76565, -73.837425)",33 AVENUE                       ,COLLEGE POINT BOULEVARD,,0,0,0,0,0,0,0,0,Alcohol Involvement,,,,,3761385,SPORT UTILITY / STATION WAGON,,,,
13426,2017-10-01 00:00:00,1900-01-01 16:50:00,,,40.60122,-74.01014,"(40.60122, -74.01014)",BAY 17 STREET                   ,,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,Unspecified,,,3761294,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
13441,2017-10-01 00:00:00,1900-01-01 17:20:00,BRONX,10464.0,40.84969,-73.78744,"(40.84969, -73.78744)",CITY ISLAND AVENUE              ,DITMARS STREET,,1,0,0,0,0,0,1,0,Alcohol Involvement,Unspecified,,,,3761172,MOTORCYCLE,SPORT UTILITY / STATION WAGON,,,
13503,2017-10-01 00:00:00,1900-01-01 19:00:00,,,40.653545,-73.89743,"(40.653545, -73.89743)",STANLEY AVENUE                  ,,,1,0,0,0,1,0,0,0,Alcohol Involvement,,,,,3762076,BICYCLE,,,,
13615,2017-10-01 00:00:00,1900-01-01 23:11:00,,,40.703632,-73.85587,"(40.703632, -73.85587)",,,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,3761657,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
13619,2017-10-01 00:00:00,1900-01-01 23:40:00,BRONX,10468.0,40.865345,-73.90849,"(40.865345, -73.90849)",BAILEY AVENUE                   ,SEDGWICK AVENUE,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,3762624,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
13642,2017-10-01 00:00:00,1900-01-01 03:45:00,,,40.73873,-73.81428000000001,"(40.73873, -73.81428)",,,,1,0,0,0,0,0,1,0,Alcohol Involvement,Unspecified,,,,3760866,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
13647,2017-10-01 00:00:00,1900-01-01 04:05:00,BROOKLYN,11226.0,40.654068,-73.96177,"(40.654068, -73.96177)",OCEAN AVENUE                    ,WOODRUFF AVENUE,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,3760601,TAXI,PASSENGER VEHICLE,,,
13653,2017-10-01 00:00:00,1900-01-01 04:30:00,BROOKLYN,11210.0,40.62873,-73.94334,"(40.62873, -73.94334)",FLATBUSH AVENUE                 ,EAST 34 STREET,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,Unspecified,,,3761701,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,
13665,2017-10-01 00:00:00,1900-01-01 05:00:00,,,40.589737,-74.16416,"(40.589737, -74.16416)",,,438       NOME AVENUE                   ,0,0,0,0,0,0,0,0,Alcohol Involvement,,,,,3762272,PASSENGER VEHICLE,,,,
13669,2017-10-01 00:00:00,1900-01-01 05:20:00,,,40.75428,-73.97397600000001,"(40.75428, -73.973976)",EAST 112 STREET                 ,,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,Unspecified,Unspecified,,3764862,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,
13727,2017-09-30 00:00:00,1900-01-01 00:10:00,,,40.69168,-73.999344,"(40.69168, -73.999344)",,,,0,0,0,0,0,0,0,0,Alcohol Involvement,Driver Inattention/Distraction,,,,3760043,TAXI,SPORT UTILITY / STATION WAGON,,,
13742,2017-09-30 00:00:00,1900-01-01 00:50:00,,,40.8897,-73.84581999999999,"(40.8897, -73.84582)",EAST 233 STREET                 ,,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,3766641,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
13744,2017-09-30 00:00:00,1900-01-01 00:55:00,QUEENS,11368.0,40.757057,-73.8712,"(40.757057, -73.8712)",,,97-05     NORTHERN BOULEVARD            ,1,0,1,0,0,0,0,0,Alcohol Involvement,,,,,3760693,SPORT UTILITY / STATION WAGON,,,,
13777,2017-09-30 00:00:00,1900-01-01 10:50:00,,,40.884342,-73.886765,"(40.884342, -73.886765)",WEST GUN HILL ROAD              ,,,1,0,0,0,0,0,1,0,Alcohol Involvement,Unspecified,,,,3764506,SPORT UTILITY / STATION WAGON,,,,
13958,2017-09-30 00:00:00,1900-01-01 16:31:00,BROOKLYN,11209.0,40.632156,-74.02750999999999,"(40.632156, -74.02751)",3 AVENUE                        ,74 STREET,,1,0,0,0,1,0,0,0,Alcohol Involvement,,,,,3761144,BICYCLE,,,,
13987,2017-09-30 00:00:00,1900-01-01 17:15:00,,,40.711227,-73.72825999999999,"(40.711227, -73.72826)",CROSS ISLAND PARKWAY            ,HEMPSTEAD AVENUE,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,3760459,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
14050,2017-09-30 00:00:00,1900-01-01 19:30:00,,,40.6845,-73.81428000000001,"(40.6845, -73.81428)",109 AVENUE                      ,128 STREET,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,3761592,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
14069,2017-09-30 00:00:00,1900-01-01 01:30:00,BROOKLYN,11205.0,40.690727,-73.95708,"(40.690727, -73.95708)",,,497       DE KALB AVENUE                ,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,3760278,SPORT UTILITY / STATION WAGON,TAXI,,,
14075,2017-09-30 00:00:00,1900-01-01 01:48:00,BRONX,10466.0,40.89063,-73.85892,"(40.89063, -73.85892)",WHITE PLAINS ROAD               ,EAST 229 STREET,,1,0,0,0,0,0,1,0,Alcohol Involvement,,,,,3761608,SPORT UTILITY / STATION WAGON,,,,
14114,2017-09-30 00:00:00,1900-01-01 21:25:00,MANHATTAN,10002.0,40.717290000000006,-73.97558599999999,"(40.71729, -73.975586)",,,571       FDR DRIVE                     ,0,0,0,0,0,0,0,0,Alcohol Involvement,,,,,3760954,PASSENGER VEHICLE,,,,
14147,2017-09-30 00:00:00,1900-01-01 22:56:00,,,40.784325,-73.94225,"(40.784325, -73.94225)",,,,2,0,0,0,0,0,2,0,Alcohol Involvement,Unspecified,,,,3763421,PASSENGER VEHICLE,TAXI,,,
14165,2017-09-30 00:00:00,1900-01-01 23:45:00,BROOKLYN,11236.0,40.638009999999994,-73.89286,"(40.63801, -73.89286)",,,1445      EAST 98 STREET                ,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,3761211,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
14173,2017-09-30 00:00:00,1900-01-01 02:10:00,MANHATTAN,10001.0,40.749317,-74.00408,"(40.749317, -74.00408)",,,520       WEST 25 STREET                ,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,3761508,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
14194,2017-09-30 00:00:00,1900-01-01 04:27:00,BROOKLYN,11213.0,40.667015,-73.9313,"(40.667015, -73.9313)",UTICA AVENUE                    ,PRESIDENT STREET,,1,0,0,0,0,0,1,0,Alcohol Involvement,Unspecified,,,,3760393,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
14199,2017-09-30 00:00:00,1900-01-01 04:54:00,,,40.88049,-73.840836,"(40.88049, -73.840836)",BOSTON ROAD                     ,,,1,0,0,0,0,0,1,0,Alcohol Involvement,Unspecified,,,,3765100,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
14272,2017-09-29 00:00:00,1900-01-01 00:00:00,BRONX,10455.0,40.818459999999995,-73.91489,"(40.81846, -73.91489)",EAST 153 STREET                 ,ELTON AVENUE,,1,0,0,0,0,0,1,0,Alcohol Involvement,Unspecified,,,,3760447,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
14799,2017-09-29 00:00:00,1900-01-01 22:12:00,,,40.896595,-73.86081,"(40.896595, -73.86081)",,,,1,0,0,0,0,0,1,0,Alcohol Involvement,Unspecified,,,,3761865,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
14804,2017-09-29 00:00:00,1900-01-01 22:25:00,,,40.838127,-73.91931,"(40.838127, -73.91931)",JEROME AVENUE                   ,,,2,0,0,0,0,0,2,0,Alcohol Involvement,Unspecified,,,,3760057,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
14814,2017-09-29 00:00:00,1900-01-01 22:53:00,BRONX,10462.0,40.848602,-73.8612,"(40.848602, -73.8612)",RHINELANDER AVENUE              ,BRONXDALE AVENUE,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,Unspecified,Unspecified,,3760296,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,
14826,2017-09-29 00:00:00,1900-01-01 23:47:00,QUEENS,11377.0,,,,northern boulevard              ,69 street ,,2,0,0,0,0,0,2,0,Alcohol Involvement,Unspecified,,,,3760683,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
14840,2017-09-29 00:00:00,1900-01-01 02:51:00,,,40.806915000000004,-73.93557,"(40.806915, -73.93557)",EAST 129 STREET                 ,,,1,0,0,0,0,0,1,0,Alcohol Involvement,,,,,3763327,PASSENGER VEHICLE,,,,
14869,2017-09-29 00:00:00,1900-01-01 06:30:00,BROOKLYN,11233.0,40.682148,-73.92067,"(40.682148, -73.92067)",,,410       BAINBRIDGE STREET             ,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,3764486,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
